mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	33					
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	34					
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	35					
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	6			
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	36					
5	5	37/2	37/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	5			
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#		
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	37					
5	5	39/2	39/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7			
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	38					
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	39					
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	40					
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	41					
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	42					
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	43					
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	6			
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	44					
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	45					
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	46					
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	47					
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	48					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	49					
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	50					
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	51					
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6			
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	52					
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	53					
7	7	27	27	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	#			
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	54					
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	55					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	56					
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	57					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	58					
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	59					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	60					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6			
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	61					
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6	5		
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	62					
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	63					
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	64					
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	65					
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	66					
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	5		
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	67					
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	68					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	6			
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	69					
9	9	69/2	69/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	5			
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#		
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	70					
9	9	71/2	71/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7			
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	71					
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	72					
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	73					
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	74					
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	75					
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	76					
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6			
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	77					
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	78					
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	79					
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	80					
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	81					
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	82					
11	11	40	40	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	4	2		
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	83					
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6			
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	84					
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	85					
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#		
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	86					
11	11	87/2	87/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7			
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	87					
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	88					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	89					
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	90					
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	91					
12	12	45	45	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6			
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	92					
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	93					
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7	#		
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	94					
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	95					
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	96					
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	97					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	98					
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	99					
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	100					
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	4	2		
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	101					
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	6			
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	102					
13	13	103/2	103/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	5			
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	103					
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	104					
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	105					
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	106					
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	107					
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	108					
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	5		
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	109					
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	110					
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	111					
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	112					
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	113					
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	114					
15	15	56	56	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	4	2		
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	115					
15	15	57	57	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6			
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	116					
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	117					
15	15	59	59	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#		
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	118					
15	15	119/2	119/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7			
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	119					
16	16	61	61	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	120					
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	121					
16	16	63	63	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	122					
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	123					
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	124					
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6			
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	125					
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	126					
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	127					
17	17	65	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	128					
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	129					
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	130					
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	131					
17	17	64	64	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	6			
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	132					
17	17	129/2	129/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	5			
17	17	65	65	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	8	#		
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	133					
17	17	131/2	131/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	7			
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	134					
17	17	67	67	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	5	3		
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	135					
17	17	135/2	135/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	6	4		
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	136					
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	137					
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	138					
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	139					
18	18	68	68	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6			
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	140					
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	141					
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	6			
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	142					
18	18	141/2	141/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	5			
18	18	71	71	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#		
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	143					
18	18	143/2	143/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7			
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	144					
19	19	73	73	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	145					
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	146					
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	147					
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	148					
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	149					
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	5	#	
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	150					
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	151					
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	152					
20	20	77	77	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	153					
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	154					
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	155					
20	20	76	76	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6			
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	156					
20	20	77	77	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6	5		
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	157					
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	#			
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	158					
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	159					
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	160					
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	161					
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	162					
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	163					
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	164					
21	21	80	80	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6			
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	165					
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	166					
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	7			
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	167					
21	21	83	83	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#		
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	168					
21	21	167/2	167/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7			
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	169					
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	170					
23	23	85	85	1.0	0	1/4	Chord	4/4	1	1	1/4	1/4	1	171					
23	23	86	86	1.0	1/4	1/2	Chord	4/4	1	1	1/4	1/4	1	172					
23	23	87	87	1.0	1/2	3/4	Chord	4/4	1	1	1/4	1/4	1	173					
23	23	85	85	1.0	0	1/4	Chord	4/4	2	1	1/4	1/4	1	174					
23	23	86	86	0.0	1/4	1/2	FiguredBass	4/4	2	1	0				1/4	6			
23	23	86	86	1.0	1/4	1/2	Chord	4/4	2	1	1/4	1/4	1	175					
23	23	87	87	1.0	1/2	3/4	Chord	4/4	2	1	1/4	1/4	1	176					
24	24	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	177					
24	24	89	89	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	178					0
24	24	90	90	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	179					
24	24	91	91	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	180					
24	24	88	88	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	8	#		
24	24	88	88	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	181					
24	24	177/2	177/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	7			
24	24	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	182					
24	24	90	90	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	5		
24	24	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	183					
24	24	91	91	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#		
24	24	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	184					
24	24	183/2	183/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7			
25	25	92	92	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	185					
25	25	93	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	186					
25	25	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	187					
25	25	95	95	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	188					
25	25	92	92	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	189					
25	25	93	93	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	190					
25	25	94	94	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	191					
25	25	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	192					
26	26	96	96	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	193					
26	26	97	97	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	194					
26	26	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	195					1
26	26	197/2	197/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	196					
26	26	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	197					
26	26	96	96	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	198					
26	26	97	97	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6			
26	26	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	199					
26	26	98	98	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	8			
26	26	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	200					
26	26	197/2	197/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	7			
26	26	99	99	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	5	#		
26	26	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	201					
26	26	199/2	199/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7			
27	27	100	100	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	202					
27	27	100	100	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	203					
28	28	101	101	1.0	0	1/4	Chord	4/4	1	1	1/4	1/4	1	204					
28	28	102	102	1.0	1/4	1/2	Chord	4/4	1	1	1/4	1/4	1	205					
28	28	103	103	1.0	1/2	3/4	Chord	4/4	1	1	1/4	1/4	1	206					
28	28	101	101	1.0	0	1/4	Chord	4/4	2	1	1/4	1/4	1	207					
28	28	102	102	0.0	1/4	1/2	FiguredBass	4/4	2	1	0				1/4	6			
28	28	102	102	1.0	1/4	1/2	Chord	4/4	2	1	1/4	1/4	1	208					
28	28	103	103	1.0	1/2	3/4	Chord	4/4	2	1	1/4	1/4	1	209					
29	29	104	104	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	210					
29	29	105	105	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	211					
29	29	106	106	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	212					
29	29	107	107	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	213					
29	29	104	104	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6			
29	29	104	104	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	214					
29	29	105	105	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	215					
29	29	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	216					
29	29	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	217					
30	30	108	108	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	218					
30	30	109	109	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	219					
30	30	110	110	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	220					
30	30	111	111	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	221					
30	30	108	108	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	222					
30	30	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	223					
30	30	110	110	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6			
30	30	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	224					
30	30	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	225					
31	31	112	112	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	226					
31	31	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	227					
31	31	113	113	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	228					
31	31	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	229					
31	31	115	115	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	230					
31	31	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	231					
31	31	113	113	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	6			
31	31	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	232					
31	31	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	233					
31	31	114	114	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	4		
31	31	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	234					
31	31	115	115	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5	3		
31	31	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	235					
32	32	116	116	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	236					
