mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	19					
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4	2		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	20					
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	21					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	22					
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6			
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	23					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	24					
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	25					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	26					
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5h		
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	27					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	5h		
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	28					
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	29					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	30					
10	10	36	36	0.0	0	0	FiguredBass	4/4	1	1	0					1	h9			
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1		1	1	31					
10	10	36	36	0.0	0	0	FiguredBass	4/4	2	1	0					1	8			
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1		1	1	32					
10	10	40	40	0.0	1	1	FiguredBass	4/4	2	1	0					1	8			
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4	2		
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	33					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	34					
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6			
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	35					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	b7			
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	36					
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	37					
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	38					
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5			
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	39					
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6h			
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	40					
13	13	52	52	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6h			
13	13	54	54	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	6__			
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	_			
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	41					
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	42					0
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	43					
14	14	52	52	0.0	0	0	FiguredBass	4/4	1	1	0					1	4	8__		
14	14	52	52	4.0	0	0	Chord	4/4	1	1	1		1	1	44					
14	14	52	52	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	3__			
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	45					
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	_	_		
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	46					
14	14	56	56	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	7			
14	14	58	58	0.0	3/2	3/2	FiguredBass	4/4	2	1	0					1/2	3__			
15	15	56	56	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
15	15	56	56	4.0	0	0	Chord	4/4	1	1	1		1	1	47					
15	15	56	56	4.0	0	0	Chord	4/4	2	1	1		1	1	48					
16	16	60	60	0.0	0	0	FiguredBass	4/4	1	1	0					1	8			
16	16	60	60	4.0	0	0	Chord	4/4	1	1	1		1	1	49					
16	16	60	60	0.0	0	0	FiguredBass	4/4	2	1	0					1	7			
16	16	60	60	4.0	0	0	Chord	4/4	2	1	1		1	1	50					
16	16	64	64	0.0	1	1	FiguredBass	4/4	2	1	0					1	7			
17	17	64	64	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	51					
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1		1	1	52					
17	17	64	64	4.0	0	0	Chord	4/4	2	1	1		1	1	53					
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1	8			
18	18	68	68	4.0	0	0	Chord	4/4	1	1	1		1	1	54					
18	18	68	68	0.0	0	0	FiguredBass	4/4	2	1	0					1	7			
18	18	68	68	4.0	0	0	Chord	4/4	2	1	1		1	1	55					
18	18	72	72	0.0	1	1	FiguredBass	4/4	2	1	0					1	7			
19	19	72	72	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	56					
19	19	72	72	4.0	0	0	Chord	4/4	1	1	1		1	1	57					
19	19	72	72	4.0	0	0	Chord	4/4	2	1	1		1	1	58					
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	59					
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6__			
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	60					
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	61					
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	62					1
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	63					
21	21	80	80	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	_			
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	64					
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4__			
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	_			
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	65					
21	21	84	84	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	3__			
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	66					2
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	67					
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	68					3
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	69					
22	22	84	84	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	_			
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	70					
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6__			
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	_			
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	71					
22	22	88	88	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6__			
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	72					4
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	73					
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	74					5
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	75					
23	23	88	88	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	_			
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	76					
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4__			
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	_			
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	77					
23	23	92	92	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	3__			
23	23	88	88	0.0	0	0	FiguredBass	4/4	2	1	0					3/8	_			
23	23	88	88	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	78					
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	79					
23	23	90	90	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	80					
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	81					
23	23	91	91	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	82					
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	83					
24	24	92	92	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5	3		
24	24	92	92	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	84					
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	85					
24	24	92	92	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	6			
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	86					
24	24	94	94	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	87					
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	88					
25	25	96	96	0.0	0	0	FiguredBass	4/4	1	1	0					1	6	5		
25	25	96	96	4.0	0	0	Chord	4/4	1	1	1		1	1	89					
25	25	96	96	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7			
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	90					
25	25	98	98	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7			
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	91					
25	25	100	100	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	8			
26	26	100	100	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
26	26	100	100	4.0	0	0	Chord	4/4	1	1	1		1	1	92					
26	26	100	100	4.0	0	0	Chord	4/4	2	1	1		1	1	93					
27	27	104	104	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	94					
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	5		
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	95					
27	27	104	104	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	6			
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	96					6
27	27	105	105	0.0	1/4	1/4	FiguredBass	4/4	2	1	0					1/4	6	5		
27	27	105	105	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	97					
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	98					7
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	99					
28	28	108	108	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	9			
28	28	108	108	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	100					
28	28	110	110	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	5		
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	101					
28	28	108	108	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	6			
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	102					8
28	28	109	109	0.0	1/4	1/4	FiguredBass	4/4	2	1	0					1/4	6	5		
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	103					
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	104					9
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	105					
29	29	112	112	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	9	5		
29	29	112	112	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	106					
29	29	114	114	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
29	29	114	114	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	107					
29	29	112	112	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	8	6		
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	108					10
29	29	113	113	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	109					
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	110					11
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	111					
30	30	116	116	0.0	0	0	FiguredBass	4/4	1	1	0					1	5__	4	8__	
30	30	116	116	4.0	0	0	Chord	4/4	1	1	1		1	1	112					
30	30	116	116	0.0	0	0	FiguredBass	4/4	2	1	0					1/2		3__		
30	30	116	116	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	113					
30	30	118	118	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	_	_	_	
30	30	118	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	114					
30	30	120	120	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	7			
30	30	122	122	0.0	3/2	3/2	FiguredBass	4/4	2	1	0					1/2		3__		
31	31	120	120	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
31	31	120	120	4.0	0	0	Chord	4/4	1	1	1		1	1	115					
31	31	120	120	4.0	0	0	Chord	4/4	2	1	1		1	1	116					
